Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:1i9lZvlaDdWDPyXEE95aiq,"TELEKINESIS (feat. SZA & Future)","UTOPIA","Travis Scott,SZA,Future",2023-07-28,353754,81,true,v4r22b3zuhb58uhdj57xbfi1h,2024-08-14T13:08:22Z,"rap,r&b","Cactus Jack/Epic",0.458,0.535,5,-4.854,0,0.0281,0.575,0,0.168,0.216,82.826,4
spotify:track:76gcXhY3Zv6wW0BTe9nHJo,"TIL FURTHER NOTICE (feat. James Blake & 21 Savage)","UTOPIA","Travis Scott,James Blake,21 Savage",2023-07-28,314836,79,true,v4r22b3zuhb58uhdj57xbfi1h,2024-08-14T13:08:22Z,"rap","Cactus Jack/Epic",0.65,0.659,3,-6.522,0,0.123,0.174,0.00772,0.126,0.154,76.985,4
spotify:track:3A4cpTBPaIQdtPFb5JxtaX,"Slow Jamz","The College Dropout","Twista,Kanye West,Jamie Foxx",2004-02-10,316053,75,true,v4r22b3zuhb58uhdj57xbfi1h,2024-08-14T13:08:22Z,"rap","Roc-A-Fella",0.559,0.733,2,-5.659,0,0.171,0.314,0,0.284,0.611,145.115,4
spotify:track:2cYqizR4lgvp4Qu6IQ3qGN,"BUTTERFLY EFFECT","ASTROWORLD","Travis Scott",2018-08-03,190557,84,false,v4r22b3zuhb58uhdj57xbfi1h,2024-08-14T13:18:42Z,"rap","Cactus Jack / Epic",0.763,0.628,11,-5.85,1,0.05,0.0531,0,0.114,0.193,140.958,4
spotify:track:5s6ToF2Jl5GGuBh3Wj9qnT,"Skyfall (feat. Young Thug)","DAYS BEFORE RODEO","Travis Scott,Young Thug",2014-08-18,314423,64,true,v4r22b3zuhb58uhdj57xbfi1h,2024-08-23T14:32:35Z,"rap,melodic rap,trap","Cactus Jack/Epic",0.618,0.734,11,-6.39,0,0.116,0.104,0,0.28,0.252,98.442,4
spotify:track:19YKaevk2bce4odJkP5L22,"Nikes","Blonde","Frank Ocean",2016-08-20,314075,74,true,v4r22b3zuhb58uhdj57xbfi1h,2024-08-29T14:07:22Z,"","Boys Don't Cry",0.633,0.395,8,-9.638,1,0.0857,0.692,0.000222,0.108,0.123,138.023,4
spotify:track:2ZWlPOoWh0626oTaHrnl2a,"Ivy","Blonde","Frank Ocean",2016-08-20,249191,87,true,v4r22b3zuhb58uhdj57xbfi1h,2024-08-29T14:07:26Z,"","Boys Don't Cry",0.575,0.386,9,-9.584,0,0.037,0.785,0.000289,0.229,0.466,116.408,4
spotify:track:2LMkwUfqC6S6s6qDVlEuzV,"White Ferrari","Blonde","Frank Ocean",2016-08-20,248807,88,false,v4r22b3zuhb58uhdj57xbfi1h,2024-08-29T14:09:37Z,"","Boys Don't Cry",0.501,0.0958,0,-15.605,1,0.0433,0.77,0,0.298,0.204,108.741,4
spotify:track:2DHNCWZYmVr1Lv08q5b0kB,"Roses","Late Registration","Kanye West",2005-08-30,245866,67,true,v4r22b3zuhb58uhdj57xbfi1h,2024-09-04T18:59:01Z,"rap","Roc-A-Fella",0.723,0.465,3,-6.454,0,0.0952,0.259,0.000027,0.108,0.513,97.702,4
spotify:track:3sNVsP50132BTNlImLx70i,"Bound 2","Yeezus","Kanye West",2013-06-18,229146,85,true,v4r22b3zuhb58uhdj57xbfi1h,2024-09-04T18:59:01Z,"rap","Rock The World/IDJ/Kanye/LP6",0.367,0.665,1,-2.821,1,0.0465,0.145,0,0.113,0.31,148.913,4
spotify:track:0uFz9q2SvuKyWB6Ur1YCfI,"Mamacita (feat. Rich Homie Quan & Young Thug)","DAYS BEFORE RODEO","Travis Scott,Rich Homie Quan,Young Thug",2014-08-18,272772,69,true,v4r22b3zuhb58uhdj57xbfi1h,2024-09-04T18:59:01Z,"rap,southern hip hop,melodic rap,trap","Cactus Jack/Epic",0.802,0.863,11,-3.099,1,0.0746,0.0108,0,0.144,0.237,115.035,4
spotify:track:1eQBEelI2NCy7AUTerX0KS,"Ultralight Beam","The Life Of Pablo","Kanye West",2016-06-10,320680,69,true,v4r22b3zuhb58uhdj57xbfi1h,2024-09-05T16:38:24Z,"rap","Rock The World/IDJ/Kanye LP7",0.592,0.403,0,-8.768,0,0.414,0.62,0,0.54,0.391,105.169,4
spotify:track:6UFivO2zqqPFPoQYsEMuCc,"Bags","Immunity","Clairo",2019-08-02,260519,83,false,v4r22b3zuhb58uhdj57xbfi1h,2024-09-06T18:40:07Z,"bedroom pop","FADER Label",0.742,0.546,1,-7.694,1,0.0315,0.172,0.38,0.115,0.868,104.996,4
spotify:track:5bIgzvxvlefRUCQK9JPocF,"Garden Song","Punisher","Phoebe Bridgers",2020-06-18,219681,66,false,v4r22b3zuhb58uhdj57xbfi1h,2024-09-09T16:31:20Z,"","Dead Oceans",0.426,0.274,0,-16.649,1,0.146,0.856,0.00658,0.111,0.169,100.255,4
spotify:track:2mWfVxEo4xZYDaz0v7hYrN,"Juna","Charm","Clairo",2024-07-12,195109,83,false,v4r22b3zuhb58uhdj57xbfi1h,2024-09-11T21:01:16Z,"bedroom pop","Clairo",0.606,0.714,3,-6.244,1,0.0339,0.238,0.098,0.106,0.448,141.512,4
spotify:track:3WOhcATHxK2SLNeP5W3v1v,"Guess featuring billie eilish","Guess featuring billie eilish","Charli xcx,Billie Eilish",2024-08-01,143330,82,false,v4r22b3zuhb58uhdj57xbfi1h,2024-09-16T05:36:05Z,"hyperpop,art pop","Atlantic Records",0.776,0.667,7,-6.622,1,0.0983,0.0146,0.3,0.0761,0.618,130.019,4
spotify:track:3Y1EvIgEVw51XtgNEgpz5c,"Von dutch","BRAT","Charli xcx",2024-06-07,164284,86,true,v4r22b3zuhb58uhdj57xbfi1h,2024-09-23T11:29:54Z,"hyperpop,art pop","Atlantic Records",0.706,0.698,10,-5.679,1,0.0537,0.00298,0.00375,0.116,0.648,130.013,4
spotify:track:7fvld2LGlUhz15CjeaLewh,"Killing Time","Imaginal Disk","Magdalena Bay",2024-08-23,233546,64,false,v4r22b3zuhb58uhdj57xbfi1h,2024-10-05T13:27:45Z,"","Mom+Pop",0.429,0.877,0,-6.362,1,0.0753,0.0272,0.0273,0.2,0.735,120.08,4
spotify:track:0QW0KPBXXv67haGjbtkRRB,"Image","Imaginal Disk","Magdalena Bay",2024-08-23,212866,72,false,v4r22b3zuhb58uhdj57xbfi1h,2024-10-05T13:27:45Z,"","Mom+Pop",0.611,0.863,5,-6.369,0,0.0421,0.000291,0.17,0.15,0.851,128.015,3
spotify:track:5m3rVRNkTv5EQnPuF293we,"Death & Romance","Imaginal Disk","Magdalena Bay",2024-08-23,314733,67,false,v4r22b3zuhb58uhdj57xbfi1h,2024-10-05T13:27:45Z,"","Mom+Pop",0.566,0.964,6,-4.366,1,0.062,0.00316,0.00183,0.111,0.388,106.022,4
spotify:track:4j9WdbfKvyx7fBQb4qygYr,"The Ballad of Matt & Mica","Imaginal Disk","Magdalena Bay",2024-08-23,240000,59,false,v4r22b3zuhb58uhdj57xbfi1h,2024-10-05T13:27:45Z,"","Mom+Pop",0.336,0.765,6,-6.334,1,0.0501,0.25,0.145,0.175,0.375,91.975,4
spotify:track:6O6VDSgm7Cxrk7kIJhyIFo,"Vampire in the Corner","Imaginal Disk","Magdalena Bay",2024-08-23,202440,60,false,v4r22b3zuhb58uhdj57xbfi1h,2024-10-05T19:08:18Z,"","Mom+Pop",0.637,0.577,4,-8.236,1,0.0428,0.168,0.00211,0.487,0.318,115.004,4
spotify:track:5YTJXAM6j8jEQ5vC8Q67GL,"Georgia","Stranger in the Alps","Phoebe Bridgers",2017-09-22,247306,62,false,v4r22b3zuhb58uhdj57xbfi1h,2024-10-14T13:08:08Z,"","Dead Oceans",0.478,0.439,2,-11.877,1,0.05,0.865,0.0122,0.105,0.287,101.893,4
spotify:track:57L5EYzCfHS7Jd58rV33lW,"HIGHJACK","HIGHJACK","A$AP Rocky,Jessica Pratt",2024-08-02,190074,74,true,v4r22b3zuhb58uhdj57xbfi1h,2024-10-15T16:10:03Z,"rap,ambient folk","A$AP Worldwide",0.61,0.682,7,-4.877,1,0.123,0.318,0,0.321,0.694,142.966,4
spotify:track:6xRWoYwfwIKnT8bQGzKbxR,"God Is","JESUS IS KING","Kanye West",2019-10-25,203141,79,false,v4r22b3zuhb58uhdj57xbfi1h,2024-10-19T18:38:05Z,"rap","Getting Out Our Dreams II / Def Jam Recordings",0.656,0.637,1,-3.867,1,0.0256,0.34,0,0.187,0.267,105.037,4
spotify:track:4WJPxTsvWIdRZ9vMtqk7fj,"Nomad","Charm","Clairo",2024-07-12,225572,68,false,v4r22b3zuhb58uhdj57xbfi1h,2024-10-20T10:48:02Z,"bedroom pop","Clairo",0.51,0.453,8,-11.172,1,0.0313,0.901,0.0000749,0.152,0.269,83.044,4
spotify:track:6QlSPjiXHc1XwGKeEls6Gh,"Echo","Charm","Clairo",2024-07-12,229853,65,false,v4r22b3zuhb58uhdj57xbfi1h,2024-10-20T10:49:31Z,"bedroom pop","Clairo",0.56,0.705,6,-5.676,0,0.0258,0.604,0.938,0.403,0.199,112.501,4
spotify:track:3awweDjWIuXNMogMClJnvE,"Sexy to Someone","Charm","Clairo",2024-07-12,207795,77,false,v4r22b3zuhb58uhdj57xbfi1h,2024-10-20T10:56:41Z,"bedroom pop","Clairo",0.716,0.545,0,-6.949,0,0.0329,0.352,0.00369,0.101,0.826,98.23,4
spotify:track:722tgOgdIbNe3BEyLnejw4,"Black Skinhead","Yeezus","Kanye West",2013-06-18,188013,75,true,v4r22b3zuhb58uhdj57xbfi1h,2024-11-03T18:00:22Z,"rap","Rock The World/IDJ/Kanye/LP6",0.766,0.809,1,-6.123,1,0.279,0.0011,0,0.168,0.325,130.127,4
spotify:track:01K4zKU104LyJ8gMb7227B,"Nothing New (feat. Phoebe Bridgers) (Taylor’s Version) (From The Vault)","Red (Taylor's Version)","Taylor Swift,Phoebe Bridgers",2021-11-12,258812,73,false,v4r22b3zuhb58uhdj57xbfi1h,2024-11-07T08:18:31Z,"","Taylor Swift",0.606,0.377,0,-9.455,1,0.0275,0.817,0,0.154,0.446,101.96,4
spotify:track:1wHZx0LgzFHyeIZkUydNXq,"Antidote","Rodeo","Travis Scott",2015-09-04,262693,76,true,v4r22b3zuhb58uhdj57xbfi1h,2024-11-07T22:00:57Z,"rap","Cactus Jack / Epic",0.714,0.527,1,-5.046,1,0.0322,0.00787,0.00015,0.124,0.123,131.046,4
spotify:track:6scpNkWEmUxmKY7nYjVLsX,"Apple Pie","Rodeo","Travis Scott",2015-09-04,219360,73,true,v4r22b3zuhb58uhdj57xbfi1h,2024-11-07T22:01:25Z,"rap","Cactus Jack / Epic",0.656,0.496,3,-4.139,0,0.0364,0.0335,0,0.156,0.28,137.932,4
spotify:track:42GcjriRK6srwHkfbkBqVl,"Blood On The Leaves","Yeezus","Kanye West",2013-06-18,359800,66,true,v4r22b3zuhb58uhdj57xbfi1h,2024-11-09T14:38:20Z,"rap","Rock The World/IDJ/Kanye/LP6",0.397,0.69,2,-4.108,0,0.195,0.395,0,0.101,0.36,172.073,4
spotify:track:6vnfObZ4Ys70SBAtti1xZ9,"COFFEE BEAN","ASTROWORLD","Travis Scott",2018-08-03,209115,72,true,v4r22b3zuhb58uhdj57xbfi1h,2024-11-16T11:16:49Z,"rap","Cactus Jack / Epic",0.81,0.582,5,-5.098,0,0.125,0.0862,0.00681,0.207,0.503,95.004,4
spotify:track:6OaVWaGfhXn70ZJfdVcabn,"NO BYSTANDERS","ASTROWORLD","Travis Scott",2018-08-03,218283,75,true,v4r22b3zuhb58uhdj57xbfi1h,2024-11-16T11:17:03Z,"rap","Cactus Jack / Epic",0.731,0.811,1,-3.225,1,0.0712,0.0204,0,0.411,0.426,147.045,4
spotify:track:6NMtzpDQBTOfJwMzgMX0zl,"SKELETONS","ASTROWORLD","Travis Scott",2018-08-03,145588,80,true,v4r22b3zuhb58uhdj57xbfi1h,2024-11-16T11:17:06Z,"rap","Cactus Jack / Epic",0.46,0.686,0,-5.948,0,0.0367,0.00146,0,0.375,0.252,148.054,4
spotify:track:4MXhiYIRDMGAuvZc5IFTwC,"ASTROTHUNDER","ASTROWORLD","Travis Scott",2018-08-03,142969,81,true,v4r22b3zuhb58uhdj57xbfi1h,2024-11-17T23:22:38Z,"rap","Cactus Jack / Epic",0.7,0.46,4,-8.111,0,0.0661,0.142,0.0000481,0.111,0.286,151.901,4
spotify:track:0nj9Bq5sHDiTxSHunhgkFb,"squabble up","GNX","Kendrick Lamar",2024-11-22,157992,87,true,v4r22b3zuhb58uhdj57xbfi1h,2024-11-22T17:21:58Z,"hip hop,west coast hip hop","pgLang, under exclusive license to Interscope Records",0.874,0.672,0,-5.568,1,0.198,0.0206,0,0.0783,0.711,103.921,4
spotify:track:45J4avUb9Ni0bnETYaYFVJ,"luther (with sza)","GNX","Kendrick Lamar,SZA",2024-11-22,177598,90,false,v4r22b3zuhb58uhdj57xbfi1h,2024-11-22T17:24:08Z,"hip hop,west coast hip hop,r&b","pgLang, under exclusive license to Interscope Records",0.707,0.575,2,-7.546,1,0.125,0.251,0,0.248,0.576,138.008,4
spotify:track:4K1Pg0FLno1ltzX3jeqT83,"dodger blue (feat. wallie the sensei siete7x roddy ricch)","GNX","Kendrick Lamar,Wallie the Sensei,Siete7x,Roddy Ricch",2024-11-22,131240,78,true,v4r22b3zuhb58uhdj57xbfi1h,2024-11-22T17:53:44Z,"hip hop,west coast hip hop,melodic rap","pgLang, under exclusive license to Interscope Records",0.796,0.536,6,-7.93,1,0.109,0.0552,0,0.112,0.662,83.492,4
spotify:track:0aB0v4027ukVziUGwVGYpG,"tv off (feat. lefty gunplay)","GNX","Kendrick Lamar,Lefty Gunplay",2024-11-22,220690,91,true,v4r22b3zuhb58uhdj57xbfi1h,2024-11-22T17:53:53Z,"hip hop,west coast hip hop,mexican hip hop","pgLang, under exclusive license to Interscope Records",0.855,0.529,6,-6.679,0,0.263,0.0837,0,0.423,0.548,100.036,4
spotify:track:5ho7VSXSmI2KM2nDjcnLyz,"man at the garden","GNX","Kendrick Lamar",2024-11-22,233173,74,true,v4r22b3zuhb58uhdj57xbfi1h,2024-11-22T17:53:58Z,"hip hop,west coast hip hop","pgLang, under exclusive license to Interscope Records",0.817,0.348,7,-10.213,0,0.29,0.51,0.000119,0.11,0.634,91.997,4
spotify:track:5S8VwnB4sLi6W0lYTWYylu,"hey now (feat. dody6)","GNX","Kendrick Lamar,Dody6",2024-11-22,217478,80,true,v4r22b3zuhb58uhdj57xbfi1h,2024-11-22T19:30:22Z,"hip hop,west coast hip hop","pgLang, under exclusive license to Interscope Records",0.806,0.358,10,-8.769,1,0.117,0.00443,0.00162,0.412,0.188,102.011,4
spotify:track:4JLBaHFkjxnbf9X0D8G3zQ,"Glory of the Snow","Charm","Clairo",2024-07-12,170832,65,false,v4r22b3zuhb58uhdj57xbfi1h,2024-11-25T23:48:12Z,"bedroom pop","Clairo",0.731,0.55,5,-8.715,0,0.0376,0.735,0.367,0.103,0.588,117.995,4
spotify:track:1SGvjfc85yzqKXsfKcCxn2,"heart pt. 6","GNX","Kendrick Lamar",2024-11-22,292461,77,true,v4r22b3zuhb58uhdj57xbfi1h,2024-11-26T19:24:10Z,"hip hop,west coast hip hop","pgLang, under exclusive license to Interscope Records",0.704,0.647,9,-7.664,1,0.325,0.27,0,0.109,0.585,80.998,4
spotify:track:0RgjEkSbeuStKfT2Pa4Zai,"reincarnated","GNX","Kendrick Lamar",2024-11-22,275740,76,true,v4r22b3zuhb58uhdj57xbfi1h,2024-11-27T06:54:05Z,"hip hop,west coast hip hop","pgLang, under exclusive license to Interscope Records",0.846,0.779,7,-5.363,1,0.254,0.0534,0,0.299,0.748,91.118,4
spotify:track:7eqoqGkKwgOaWNNHx90uEZ,"Nights","Blonde","Frank Ocean",2016-08-20,307151,83,true,v4r22b3zuhb58uhdj57xbfi1h,2024-11-27T14:10:40Z,"","Boys Don't Cry",0.457,0.551,5,-9.36,0,0.167,0.427,0.00000115,0.113,0.428,89.87,4
spotify:track:32fwe7MW5koort1Ua3YFx6,"Terrapin","Charm","Clairo",2024-07-12,180289,72,false,v4r22b3zuhb58uhdj57xbfi1h,2024-12-01T15:29:55Z,"bedroom pop","Clairo",0.582,0.441,4,-7.394,1,0.0452,0.231,0.74,0.188,0.469,136.932,4
spotify:track:4h5x3XHLVYFJaItKuO2rhy,"Ghost in the Machine (feat. Phoebe Bridgers)","SOS","SZA,Phoebe Bridgers",2022-12-09,218586,73,true,v4r22b3zuhb58uhdj57xbfi1h,2024-12-09T18:13:00Z,"r&b","Top Dawg Entertainment/RCA Records",0.624,0.433,6,-9.572,1,0.0467,0.837,0.0294,0.113,0.589,124.979,4
spotify:track:05viacwP18vZkQozDwS5kN,"That's My Floor","Imaginal Disk","Magdalena Bay",2024-08-23,209800,58,false,v4r22b3zuhb58uhdj57xbfi1h,2024-12-11T12:27:58Z,"","Mom+Pop",0.48,0.92,1,-6.337,1,0.137,0.0101,0.0663,0.861,0.482,168.028,4
spotify:track:0wgOhYnqZKjOHr6bmdz0aN,"gloria (with sza)","GNX","Kendrick Lamar,SZA",2024-11-22,287522,76,true,v4r22b3zuhb58uhdj57xbfi1h,2024-12-12T23:29:31Z,"hip hop,west coast hip hop,r&b","pgLang, under exclusive license to Interscope Records",0.719,0.555,2,-9.785,0,0.27,0.22,0,0.127,0.413,140.07,4
spotify:track:6FcDxtnGfsYHOcGkXN2OIG,"Add Up My Love","Charm","Clairo",2024-07-12,205263,74,false,v4r22b3zuhb58uhdj57xbfi1h,2024-12-13T21:11:06Z,"bedroom pop","Clairo",0.715,0.621,8,-6.761,1,0.027,0.17,0.0011,0.111,0.769,104.964,4
spotify:track:5QqyRUZeBE04yJxsD1OC0I,"Summer Bummer (feat. A$AP Rocky & Playboi Carti)","Lust For Life","Lana Del Rey,A$AP Rocky,Playboi Carti",2017-07-21,260672,67,true,v4r22b3zuhb58uhdj57xbfi1h,2024-12-14T23:12:20Z,"rap,rage rap","Polydor Records",0.76,0.574,1,-8.57,1,0.126,0.0155,0.0000202,0.199,0.137,134.981,4
spotify:track:4X5f3vT8MRuXF68pfjNte5,"F**kin' Problems (feat. Drake 2 Chainz & Kendrick Lamar)","LONG.LIVE.A$AP (Deluxe Version)","A$AP Rocky,Drake,2 Chainz,Kendrick Lamar",2013,233786,81,true,v4r22b3zuhb58uhdj57xbfi1h,2024-12-14T23:21:24Z,"rap,southern hip hop,hip hop,west coast hip hop","A$AP Worldwide/Polo Grounds Music/RCA Records",0.853,0.693,1,-6.87,1,0.275,0.0239,0,0.11,0.662,95.967,4
spotify:track:0iMN420Q45isZVNlAqzPTW,"Love Game","The Marshall Mathers LP2 (Deluxe)","Eminem,Kendrick Lamar",2013-11-05,296953,57,true,v4r22b3zuhb58uhdj57xbfi1h,2024-12-14T23:36:18Z,"rap,hip hop,west coast hip hop","Aftermath",0.766,0.941,9,-2.546,1,0.18,0.36,0,0.586,0.707,105.52,4
spotify:track:6ZGoFntcQUWTPGGQPQmecY,"Kody Blu 31","The Forever Story (Extended Version)","JID",2022-10-31,224629,65,true,v4r22b3zuhb58uhdj57xbfi1h,2024-12-14T23:47:31Z,"","Dreamville/Interscope",0.571,0.724,4,-7.871,0,0.134,0.119,0.00000435,0.423,0.528,76.014,4
spotify:track:0TAUAUIEtq06TdQDVlUSxW,"Hurricane","Donda (Deluxe)","Kanye West",2021-11-14,243187,56,false,v4r22b3zuhb58uhdj57xbfi1h,2024-12-15T00:16:11Z,"rap","Getting Out Our Dreams II, LLC / Def Jam Recordings",0.388,0.568,9,-6.549,0,0.224,0.0456,0,0.0918,0.394,78.342,4
spotify:track:5CZ40GBx1sQ9agT82CLQCT,"traitor","SOUR","Olivia Rodrigo",2021-05-21,229226,89,false,v4r22b3zuhb58uhdj57xbfi1h,2024-12-15T00:27:38Z,"","Olivia Rodrigo PS",0.38,0.339,3,-7.885,1,0.0338,0.691,0,0.12,0.0849,100.607,4
spotify:track:6koKhrBBcExADvWuOgceNZ,"Open Arms (feat. Travis Scott)","SOS","SZA,Travis Scott",2022-12-08,239613,84,false,v4r22b3zuhb58uhdj57xbfi1h,2024-12-15T00:30:16Z,"r&b,rap","Top Dawg Entertainment/RCA Records",0.434,0.586,9,-7.612,1,0.138,0.753,0.0144,0.146,0.239,78.259,4
