Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:6LyAwkJsHlW7RQ8S1cYAtM,"Overdue (with Travis Scott)","NOT ALL HEROES WEAR CAPES (Deluxe)","Metro Boomin,Travis Scott",2018-11-06,166093,78,true,v4r22b3zuhb58uhdj57xbfi1h,2024-12-15T00:49:09Z,"rap","Republic Records",0.634,0.401,11,-11.212,0,0.0446,0.731,0.000132,0.334,0.494,150.174,4
spotify:track:4rVs9KjC3YVA7v54kVSHUV,"Cry for Me","Imaginal Disk","Magdalena Bay",2024-08-23,307266,63,false,v4r22b3zuhb58uhdj57xbfi1h,2024-12-16T21:44:03Z,"","Mom+Pop",0.52,0.9,6,-5.02,0,0.0319,0.00592,0.0285,0.177,0.403,114.974,4
spotify:track:4ZPNGLtydYARKP681L3TAF,"So Much Wine","So Much Wine","Phoebe Bridgers",2022-11-17,243600,57,false,v4r22b3zuhb58uhdj57xbfi1h,2024-12-18T09:22:47Z,"","Dead Oceans",0.524,0.501,0,-8.972,1,0.0299,0.755,0.000011,0.106,0.388,125.981,4
spotify:track:2gAGWaK4wvt2xrFUlR4mK8,"Jukebox Joints (feat. Joe Fox & Kanye West)","AT.LONG.LAST.A$AP","A$AP Rocky,Joe Fox,Kanye West",2015-05-26,323960,78,true,v4r22b3zuhb58uhdj57xbfi1h,2024-12-24T01:14:49Z,"rap","A$AP Worldwide/Polo Grounds Music/RCA Records",0.284,0.803,2,-5.293,0,0.173,0.302,0,0.242,0.553,67.536,4
spotify:track:0O3TAouZE4vL9dM5SyxgvH,"Fashion Killa","LONG.LIVE.A$AP (Deluxe Version)","A$AP Rocky",2013,236280,84,true,v4r22b3zuhb58uhdj57xbfi1h,2024-12-24T15:21:03Z,"rap","A$AP Worldwide/Polo Grounds Music/RCA Records",0.801,0.819,11,-5.189,1,0.158,0.292,0,0.515,0.811,139.969,4
spotify:track:2yUzr8Sr6ldG8vmHhZwTnz,"née-nah","american dream","21 Savage,Travis Scott,Metro Boomin",2024-01-12,220584,75,true,v4r22b3zuhb58uhdj57xbfi1h,2024-12-27T00:19:47Z,"rap","Slaughter Gang, LLC/Epic Records",0.681,0.758,1,-6.524,1,0.188,0.00465,0,0.555,0.331,165.409,4
spotify:track:7G0gBu6nLdhFDPRLc0HdDG,"Mine (Taylor's Version)","Speak Now (Taylor's Version)","Taylor Swift",2023-07-07,231706,76,false,v4r22b3zuhb58uhdj57xbfi1h,2024-12-27T00:49:14Z,"","Taylor Swift",0.647,0.793,7,-2.903,1,0.0363,0.00314,0.00000193,0.174,0.5,121.101,4
spotify:track:0HAqq2GcQKyi3s87GuN7jU,"Amoeba","Sling","Clairo",2021-07-16,228922,76,false,v4r22b3zuhb58uhdj57xbfi1h,2024-12-29T21:54:45Z,"bedroom pop","Republic Records",0.739,0.491,6,-11.515,1,0.027,0.791,0.0366,0.1,0.707,111.008,4
spotify:track:5w52BJAqGkV1ewaCVLmjhi,"Smoke Signals","Stranger in the Alps","Phoebe Bridgers",2017-09-22,324773,64,true,v4r22b3zuhb58uhdj57xbfi1h,2025-01-05T16:27:57Z,"","Dead Oceans",0.265,0.237,10,-14.599,1,0.0351,0.945,0.000267,0.112,0.19,87.912,1
spotify:track:2lD6AoA8qf2t4Dkf2TcmNK,"Rigamortus","Section.80","Kendrick Lamar",2011-07-02,168591,66,true,v4r22b3zuhb58uhdj57xbfi1h,2025-01-07T19:39:07Z,"hip hop,west coast hip hop","Top Dawg Entertainment / Section.80",0.52,0.807,2,-6.281,1,0.409,0.24,0.00257,0.199,0.628,178.012,4
spotify:track:34KUIBsIUiPV7oCIzSdDAU,"Diamonds From Sierra Leone - Remix","Late Registration","Kanye West,JAY-Z",2005-08-30,233400,64,true,v4r22b3zuhb58uhdj57xbfi1h,2025-01-13T14:07:22Z,"rap,hip hop,east coast hip hop","Roc-A-Fella",0.672,0.814,7,-3.768,1,0.27,0.258,0,0.164,0.379,97.043,4
spotify:track:5LJ4ig9cMvjui3li1mrNRl,"Punisher","Punisher","Phoebe Bridgers",2020-06-18,189622,65,false,v4r22b3zuhb58uhdj57xbfi1h,2025-01-19T03:09:51Z,"","Dead Oceans",0.32,0.227,1,-12.803,1,0.0448,0.986,0.000353,0.108,0.215,83.912,4
spotify:track:0tP8FKhJsar5y4JcOH4Rjp,"You Lose!","Mercurial World","Magdalena Bay",2021-10-08,204391,55,false,v4r22b3zuhb58uhdj57xbfi1h,2025-01-28T22:09:42Z,"","Luminelle Recordings",0.628,0.909,9,-6.168,0,0.0423,0.0000678,0.372,0.923,0.164,120.01,4
spotify:track:0vMlVGJuREJk3c7vvObE5Z,"Hysterical Us","Mercurial World","Magdalena Bay",2021-10-08,235565,49,false,v4r22b3zuhb58uhdj57xbfi1h,2025-01-28T22:45:07Z,"","Luminelle Recordings",0.755,0.779,7,-6.718,1,0.0474,0.0455,0.000164,0.218,0.553,114.989,4
spotify:track:3z6XUommYDWPHeFhmhhT6j,"Message In A Bottle (Taylor's Version) (From The Vault)","Red (Taylor's Version)","Taylor Swift",2021-11-12,225960,75,false,v4r22b3zuhb58uhdj57xbfi1h,2025-01-30T00:24:04Z,"","Taylor Swift",0.622,0.791,7,-6.106,1,0.0535,0.00188,0.00000372,0.083,0.494,115.915,4
spotify:track:2Uts1QFB4u2YNIMiqcb4de,"peekaboo (feat. azchike)","GNX","Kendrick Lamar,AZ Chike",2024-11-22,155917,84,true,v4r22b3zuhb58uhdj57xbfi1h,2025-02-03T10:29:02Z,"hip hop,west coast hip hop,hyphy","pgLang, under exclusive license to Interscope Records",0.889,0.298,1,-9.086,1,0.182,0.00306,0.0000126,0.173,0.314,100.042,4
spotify:track:3WkEKyrkEtbqN6mxZQi1dn,"Dawning of the Season","Mercurial World","Magdalena Bay",2021-10-08,204363,50,false,v4r22b3zuhb58uhdj57xbfi1h,2025-02-05T17:55:44Z,"","Luminelle Recordings",0.745,0.764,5,-6.941,0,0.0402,0.00102,0.719,0.411,0.62,111.019,4
spotify:track:3MytWN8L7shNYzGl4tAKRp,"Sparks Fly (Taylor’s Version)","Speak Now (Taylor's Version)","Taylor Swift",2023-07-07,261230,73,false,v4r22b3zuhb58uhdj57xbfi1h,2025-02-05T22:42:54Z,"","Taylor Swift",0.605,0.769,5,-2.413,1,0.032,0.0241,0,0.0936,0.366,114.921,4
spotify:track:6CmpZfKUQ2KerzBFZ3QKFr,"Mr. Morale","Mr. Morale & The Big Steppers","Kendrick Lamar,Tanna Leone",2022-05-13,210841,66,true,v4r22b3zuhb58uhdj57xbfi1h,2025-02-15T21:29:15Z,"hip hop,west coast hip hop","pgLang/Top Dawg Entertainment/Aftermath/Interscope Records",0.727,0.53,9,-8.616,1,0.312,0.283,0.0000276,0.392,0.258,174.025,3
spotify:track:6HU7h9RYOaPRFeh0R3UeAr,"deja vu","SOUR","Olivia Rodrigo",2021-05-21,215506,89,true,v4r22b3zuhb58uhdj57xbfi1h,2025-02-25T01:39:44Z,"","Olivia Rodrigo PS",0.442,0.612,2,-7.222,1,0.112,0.584,0.0000057,0.37,0.178,180.917,4
spotify:track:0MMyJUC3WNnFS1lit5pTjk,"jealousy jealousy","SOUR","Olivia Rodrigo",2021-05-21,173160,84,false,v4r22b3zuhb58uhdj57xbfi1h,2025-02-25T01:39:54Z,"","Olivia Rodrigo PS",0.695,0.575,10,-6.334,0,0.116,0.198,0,0.0614,0.699,163.929,4
spotify:track:4ZtFanR9U6ndgddUvNcjcG,"good 4 u","SOUR","Olivia Rodrigo",2021-05-21,178146,86,true,v4r22b3zuhb58uhdj57xbfi1h,2025-02-25T01:44:35Z,"","Olivia Rodrigo PS",0.563,0.664,9,-5.044,1,0.154,0.335,0,0.0849,0.688,166.928,4
spotify:track:40IQooNkPRVtn4zlE3ZFpA,"untitled 07 | 2014 - 2016","untitled unmastered.","Kendrick Lamar",2016-03-04,496173,58,true,v4r22b3zuhb58uhdj57xbfi1h,2025-03-06T19:50:41Z,"hip hop,west coast hip hop","Aftermath",0.567,0.463,6,-11.669,0,0.504,0.732,0,0.709,0.324,126.982,4
spotify:track:0rNgWFQJtfttOYIHfDOHCg,"BACKD00R (feat. Kendrick Lamar & Jhené Aiko)","MUSIC","Playboi Carti,Kendrick Lamar,Jhené Aiko",2025-03-14,190053,75,true,v4r22b3zuhb58uhdj57xbfi1h,2025-03-14T16:36:51Z,"rage rap,hip hop,west coast hip hop,r&b","AWGE/Interscope Records",0.766,0.694,8,-5.378,1,0.0431,0.0801,0.00779,0.0901,0.212,142.038,4
spotify:track:2n9fC0A4ptmWqYeMXEVaok,"GOOD CREDIT (with Kendrick Lamar)","MUSIC","Playboi Carti,Kendrick Lamar",2025-03-14,190373,79,true,v4r22b3zuhb58uhdj57xbfi1h,2025-03-14T16:36:51Z,"rage rap,hip hop,west coast hip hop","AWGE/Interscope Records",0.744,0.679,0,-7.375,1,0.219,0.0197,0.00000368,0.856,0.397,145.041,4
spotify:track:1pzN8bCzy017iK3vWzkk6Z,"WAKE UP F1LTHY (with Travis Scott)","MUSIC","Playboi Carti,Travis Scott",2025-03-14,169333,74,true,v4r22b3zuhb58uhdj57xbfi1h,2025-03-14T16:36:51Z,"rage rap,rap","AWGE/Interscope Records",0.692,0.694,10,-6.018,0,0.0557,0.0647,0,0.285,0.318,124.993,4
spotify:track:593W4qZOwwdqF6YnimJjL6,"Doves In The Wind (feat. Kendrick Lamar)","Ctrl","SZA,Kendrick Lamar",2017-06-09,266080,73,true,v4r22b3zuhb58uhdj57xbfi1h,2025-03-15T00:43:02Z,"r&b,hip hop,west coast hip hop","Top Dawg Entertainment/RCA Records",0.693,0.713,10,-4.489,0,0.351,0.343,0,0.102,0.615,137.335,4
spotify:track:0Jm0RTOlF7DsbQ689QclaF,"ICU","Punisher","Phoebe Bridgers",2020-06-18,190093,63,true,v4r22b3zuhb58uhdj57xbfi1h,2025-03-15T14:55:58Z,"","Dead Oceans",0.511,0.649,2,-8.078,1,0.0318,0.418,0.00569,0.103,0.397,133.976,4
spotify:track:1hkguHC33aftQObI7mOcoj,"Am I Dreaming (Metro Boomin & A$AP Rocky Roisee)","METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE / DELUXE EDITION)","Metro Boomin,A$AP Rocky,Roisee",2023-06-05,256026,52,false,v4r22b3zuhb58uhdj57xbfi1h,2025-03-16T12:35:57Z,"rap","Republic Records",0.6,0.537,9,-7.777,0,0.0362,0.0468,0.0038,0.206,0.126,90.061,4
spotify:track:3cxZT78mZDyLsLPJKcTu3U,"Right Side of My Neck","Atlanta Millionaires Club","Faye Webster",2019-05-24,153320,76,false,v4r22b3zuhb58uhdj57xbfi1h,2025-03-17T18:09:01Z,"","Secretly Canadian",0.716,0.515,1,-9.073,1,0.0261,0.00116,0.000249,0.326,0.315,117.039,4
spotify:track:5WbfFTuIldjL9x7W6y5l7R,"Kingston","Atlanta Millionaires Club","Faye Webster",2019-05-24,202653,82,false,v4r22b3zuhb58uhdj57xbfi1h,2025-03-17T18:09:01Z,"","Secretly Canadian",0.73,0.355,10,-9.13,0,0.0359,0.154,0.00155,0.117,0.56,142.143,4
spotify:track:5mIOsPuQdXchVY0jB5NO9Q,"4EVER","4EVER","Clairo",2018-04-27,159595,79,false,v4r22b3zuhb58uhdj57xbfi1h,2025-03-27T06:42:22Z,"bedroom pop","FADER Label",0.75,0.585,9,-7.576,0,0.0285,0.049,0.00552,0.155,0.584,102.331,4
spotify:track:7DfFc7a6Rwfi3YQMRbDMau,"Thinkin Bout You","channel ORANGE","Frank Ocean",2012-07-10,200746,87,false,v4r22b3zuhb58uhdj57xbfi1h,2025-04-02T16:06:08Z,"","Red Zone Entertainment / IDJ",0.721,0.339,0,-11.195,1,0.0532,0.409,0.00153,0.0973,0.2,129.83,4
spotify:track:4QhWbupniDd44EDtnh2bFJ,"Pyramids","channel ORANGE","Frank Ocean",2012-07-10,592920,82,true,v4r22b3zuhb58uhdj57xbfi1h,2025-04-02T20:20:36Z,"","Red Zone Entertainment / IDJ",0.4,0.65,5,-6.104,0,0.0466,0.0118,0.0000762,0.791,0.15,107.989,4
spotify:track:4iYRa2btalAzPZoSYfROqF,"XXX. FEAT. U2.","DAMN.","Kendrick Lamar,U2",2017-04-14,254200,72,true,v4r22b3zuhb58uhdj57xbfi1h,2025-04-08T21:17:37Z,"hip hop,west coast hip hop,rock","Aftermath",0.568,0.619,1,-6.899,1,0.414,0.138,0.00000167,0.11,0.293,170.115,4
spotify:track:2LTlO3NuNVN70lp2ZbVswF,"FEEL.","DAMN.","Kendrick Lamar",2017-04-14,214826,71,true,v4r22b3zuhb58uhdj57xbfi1h,2025-04-11T12:49:53Z,"hip hop,west coast hip hop","Aftermath",0.746,0.798,0,-8.382,1,0.349,0.137,0,0.139,0.553,109.968,4
spotify:track:1ZkfNNoRrgt69wTjcmJZE9,"Chaeri","Mercurial World","Magdalena Bay",2021-10-08,257130,52,false,v4r22b3zuhb58uhdj57xbfi1h,2025-04-27T21:50:50Z,"","Luminelle Recordings",0.675,0.555,8,-9.208,1,0.0415,0.0344,0.00471,0.119,0.147,121.034,4
spotify:track:66st0nh6vlK7t2yzWfzmcA,"She Looked Like Me!","Imaginal Disk","Magdalena Bay",2024-08-23,193186,59,false,v4r22b3zuhb58uhdj57xbfi1h,2025-04-28T15:31:05Z,"","Mom+Pop",0.393,0.752,2,-7.249,1,0.0524,0.0543,0.0276,0.165,0.153,130.036,3
spotify:track:4SKvKJaqkRl1bUZWEqTYzl,"Sidelines","Sidelines","Phoebe Bridgers",2022-04-15,264372,72,false,v4r22b3zuhb58uhdj57xbfi1h,2025-04-28T23:00:16Z,"","Dead Oceans",0.405,0.544,10,-9.451,1,0.0327,0.524,0.391,0.141,0.0412,179.863,4
spotify:track:6luBKkFUt5wTwz7hpLhp12,"drive ME crazy!","Let’s Start Here.","Lil Yachty",2023-01-27,229804,79,true,v4r22b3zuhb58uhdj57xbfi1h,2025-05-03T21:32:05Z,"","Quality Control Music/Motown Records",0.497,0.825,10,-3.621,0,0.0925,0.172,0.00319,0.377,0.44,107.073,4
spotify:track:4iz9lGMjU1lXS51oPmUmTe,"Homecoming","Graduation","Kanye West,Chris Martin",2007-09-11,203493,83,true,v4r22b3zuhb58uhdj57xbfi1h,2025-05-13T20:02:18Z,"rap","Roc-A-Fella",0.67,0.747,1,-7.059,1,0.189,0.337,0,0.115,0.918,86.918,4
spotify:track:4jVBIpuOiMj1crqd8LoCrJ,"FRANCHISE (feat. Young Thug & M.I.A.)","FRANCHISE (feat. Young Thug & M.I.A.)","Travis Scott,Young Thug,M.I.A.",2020-09-25,202794,78,true,v4r22b3zuhb58uhdj57xbfi1h,2025-05-14T10:55:58Z,"rap,melodic rap,trap","Cactus Jack/Epic",0.835,0.699,8,-5.405,0,0.277,0.00671,0,0.195,0.547,154.981,4
spotify:track:1SGt65i9AnXYdDQt1AtDRH,"3500 (feat. Future & 2 Chainz)","Rodeo","Travis Scott,Future,2 Chainz",2015-09-04,461840,72,true,v4r22b3zuhb58uhdj57xbfi1h,2025-05-17T08:28:54Z,"rap,southern hip hop","Cactus Jack / Epic",0.781,0.595,8,-6.069,0,0.155,0.113,0.00000248,0.13,0.338,123.973,4
spotify:track:3tgHGoK5ItQv2q2yqggxlb,"Secrets (Your Fire)","Mercurial World","Magdalena Bay",2021-10-08,245897,59,false,v4r22b3zuhb58uhdj57xbfi1h,2025-05-17T12:41:20Z,"","Luminelle Recordings",0.691,0.827,10,-5.573,0,0.0402,0.00177,0.637,0.416,0.826,107.997,4
spotify:track:07ZJYwSX32GOYOk3tybj2T,"Dreamcatching","Mercurial World","Magdalena Bay",2021-10-08,207391,53,false,v4r22b3zuhb58uhdj57xbfi1h,2025-05-17T13:21:14Z,"","Luminelle Recordings",0.626,0.728,2,-9.615,1,0.0374,0.0297,0.792,0.0966,0.19,121.965,4
spotify:track:3ODXRUPL44f04cCacwiCLC,"i","To Pimp A Butterfly","Kendrick Lamar",2015-03-16,336013,67,true,v4r22b3zuhb58uhdj57xbfi1h,2025-05-19T10:35:59Z,"hip hop,west coast hip hop","Aftermath",0.541,0.809,8,-4.286,1,0.324,0.708,0,0.72,0.753,120.094,4
spotify:track:3SsJ17EnPIu1B4GZshqjIS,"Feel The Fiyaaaah (with A$AP Rocky & feat. Takeoff)","HEROES & VILLAINS","Metro Boomin,A$AP Rocky,Takeoff",2022-12-02,189426,69,true,v4r22b3zuhb58uhdj57xbfi1h,2025-05-21T15:22:15Z,"rap","Republic Records",0.498,0.768,8,-5.99,1,0.295,0.0821,0,0.319,0.387,177.97,3
spotify:track:4PvbbMYL4fkToni5BLaYRb,"Softly","Immunity","Clairo",2019-08-02,185306,71,false,v4r22b3zuhb58uhdj57xbfi1h,2025-05-23T17:48:52Z,"bedroom pop","FADER Label",0.759,0.436,0,-11.233,0,0.0419,0.33,0.0113,0.102,0.782,94.03,4
spotify:track:3jgrNd3uPU1c2PFBKYsV9d,"Alewife","Immunity","Clairo",2019-08-02,213000,61,false,v4r22b3zuhb58uhdj57xbfi1h,2025-05-23T17:48:58Z,"bedroom pop","FADER Label",0.433,0.329,3,-13.288,1,0.0343,0.932,0.0474,0.1,0.264,102.971,4
spotify:track:7wBJfHzpfI3032CSD7CE2m,"STARGAZING","ASTROWORLD","Travis Scott",2018-08-03,270714,78,true,v4r22b3zuhb58uhdj57xbfi1h,2025-05-23T18:48:34Z,"rap","Cactus Jack / Epic",0.487,0.789,8,-3.69,1,0.044,0.00947,0.00000405,0.189,0.0564,150.007,4
spotify:track:7B3z0ySL9Rr0XvZEAjWZzM,"Sofia","Immunity","Clairo",2019-08-02,188386,82,false,v4r22b3zuhb58uhdj57xbfi1h,2025-05-24T20:05:56Z,"bedroom pop","FADER Label",0.744,0.619,0,-9.805,1,0.039,0.598,0.00372,0.231,0.641,112.997,4
spotify:track:2VjXGuPVVxyhMgER3Uz2Fe,"Ex-Factor","The Miseducation of Lauryn Hill","Ms. Lauryn Hill",1998-08-25,326533,78,false,v4r22b3zuhb58uhdj57xbfi1h,2025-06-05T13:44:13Z,"neo soul","Ruffhouse/Columbia",0.593,0.619,3,-9.003,0,0.0976,0.118,0,0.484,0.668,80.02,4
spotify:track:0uEp9E98JB5awlA084uaIg,"Doo Wop (That Thing)","The Miseducation of Lauryn Hill","Ms. Lauryn Hill",1998-08-25,320266,79,false,v4r22b3zuhb58uhdj57xbfi1h,2025-06-08T22:50:57Z,"neo soul","Ruffhouse/Columbia",0.535,0.505,2,-8.926,0,0.245,0.0393,0,0.0923,0.495,99.935,4
spotify:track:5xoMRan7YOKvYL6vueYugk,"The Beginning","Mercurial World","Magdalena Bay",2021-10-08,241304,49,false,v4r22b3zuhb58uhdj57xbfi1h,2025-06-20T11:10:23Z,"","Luminelle Recordings",0.669,0.691,4,-8.004,0,0.0374,0.0297,0.491,0.294,0.551,120.01,4
spotify:track:30YK7cZlruEW0Clyxwk2nH,"Mercurial World","Mercurial World","Magdalena Bay",2021-10-08,181173,48,false,v4r22b3zuhb58uhdj57xbfi1h,2025-06-20T11:10:28Z,"","Luminelle Recordings",0.574,0.673,10,-6.863,0,0.0479,0.00424,0.00172,0.336,0.334,119.987,4
spotify:track:51OeGmOdQjsNJkzMtpNbFo,"Follow The Leader","Mercurial World","Magdalena Bay",2021-10-08,184434,43,false,v4r22b3zuhb58uhdj57xbfi1h,2025-06-20T11:11:25Z,"","Luminelle Recordings",0.604,0.517,8,-8.882,1,0.0412,0.00919,0.148,0.575,0.442,159.945,4
spotify:track:5pUl86WPdIEncWK57kGcOY,"Fear Sex","Imaginal Disk","Magdalena Bay",2024-08-23,152053,62,false,v4r22b3zuhb58uhdj57xbfi1h,2025-06-21T23:19:56Z,"","Mom+Pop",0.622,0.773,10,-5.68,0,0.0324,0.0366,0.00023,0.115,0.133,105.968,4
spotify:track:0ThaVtdQ5zuAYLjvoT342v,"Killer","Stranger in the Alps","Phoebe Bridgers",2017-09-22,189213,61,false,v4r22b3zuhb58uhdj57xbfi1h,2025-06-26T00:44:51Z,"","Dead Oceans",0.326,0.127,0,-13.775,1,0.0368,0.972,0.00000563,0.113,0.076,171.668,5
spotify:track:7hGCCQkdyF1MX6uk339uBS,"What Was That","Virgin","Lorde",2025-06-27,209286,76,false,v4r22b3zuhb58uhdj57xbfi1h,2025-06-27T19:10:42Z,"","Universal Music New Zealand Limited",0.603,0.612,0,-6.732,1,0.159,0.352,0.0000268,0.103,0.174,126.612,4
spotify:track:6xCKXznjcHv2hZWDA0pRIe,"Broken Glass","Virgin","Lorde",2025-06-27,194038,76,false,v4r22b3zuhb58uhdj57xbfi1h,2025-06-27T19:10:42Z,"","Universal Music New Zealand Limited",0.54,0.513,7,-5.695,1,0.458,0.452,0,0.168,0.654,64.976,4
